date, pm25, pm10, o3, no2, so2, co
2025/4/21, 10, 5, 17, 3, , 
2025/4/22, 6, 3, 16, 1, , 
2025/4/23, 4, 6, 12, 6, 1, 1
2025/4/24, 12, 10, 22, 4, , 1
2025/4/25, 21, 4, 18, 4, , 1
2025/4/26, 9, 5, 16, 2, , 1
2025/4/27, 11, 6, 13, 5, , 1
2025/4/28, 11, 4, 19, 4, , 1
2025/4/29, 5, 3, 18, 6, , 1
2025/4/30, 5, 4, 18, 5, , 1
2025/5/1, 8, 6, 16, 9, , 1
2025/5/2, 15, 14, 23, 7, 1, 1
2025/5/3, 46, 20, 16, 8, , 2
2025/5/4, 58, 13, 19, 7, , 2
2025/5/5, 37, 6, 21, 5, 1, 
2025/5/6, 6, 6, 22, 2, , 
2025/5/7, 4, 6, 18, 5, , 1
2025/5/8, 11, 8, 19, 6, , 1
2025/5/9, 19, , , , , 
2025/5/11, 47, 11, 23, 6, , 1
2025/5/12, 28, 25, 19, 7, , 1
2025/5/13, 54, , 22, 7, , 1
2025/5/17, 26, 6, 20, 5, , 
2025/5/18, 15, 8, 18, 8, , 1
2025/5/19, 25, 11, 14, 9, , 1
2025/5/20, 32, 13, 17, 9, , 2
2025/5/21, 40, 9, 12, 8, , 2
2025/5/22, 25, 4, 12, 6, , 1
2025/5/23, 12, 5, 21, 5, , 
2025/5/24, 14, 3, 21, 3, , 
2025/5/25, 4, 1, 19, 4, , 
2025/5/26, 3, 1, 24, 4, , 
2025/5/27, 3, 2, 19, 3, , 
2025/5/28, 8, 3, 12, 6, , 
2025/5/29, 9, , , , , 
2025/5/31, 23, 7, 9, 8, , 2
2025/6/1, 28, 9, 14, 9, , 2
2025/6/2, 31, 8, 20, 7, , 1
2025/6/3, 28, 4, 17, 9, , 1
2025/6/4, 16, 6, 12, 9, , 2
2025/6/5, 24, 6, 15, 10, , 2
2025/6/6, 20, 1, 19, 4, , 1
2025/6/7, 4, 3, 18, 4, , 1
2025/6/8, 13, 6, 19, 3, , 1
2025/6/9, 23, 12, 13, 7, , 1
2025/6/10, 34, 26, 13, 7, , 1
2025/6/11, 58, 19, 9, 8, , 1
2025/6/12, 49, 32, 15, 7, , 2
2025/6/13, 69, 23, 8, 6, , 2
2025/6/14, 56, 19, 16, 4, , 2
2025/6/15, 51, 10, 19, 7, , 2
2025/6/16, 21, 11, 22, 3, , 
2025/6/17, 9, 11, 18, 5, , 1
2025/6/18, 14, 13, 13, 8, , 1
2025/6/19, 32, 17, 10, 8, , 2
2025/6/20, 42, 30, 11, 6, , 1
2025/6/21, 65, 42, 9, 4, 1, 2
2025/6/22, 86, 18, 19, 5, , 1
2025/6/23, 44, 17, 22, 2, , 
2025/6/24, 7, 12, 22, 3, 1, 1
2025/6/25, 16, 16, 15, 7, , 1
2025/6/26, 28, 14, 13, 7, , 1
2025/6/27, 33, 18, 15, 4, 2, 1
2025/6/28, 48, 14, 15, 6, , 1
2025/6/29, 35, 19, 16, 5, , 1
2025/6/30, 43, 11, 18, 4, , 1
2025/1/1, 10, 14, 16, 1, , 
2025/1/2, 10, 14, 21, 1, 1, 
2025/1/3, 11, 16, 36, 1, , 
2025/1/4, 13, 15, 39, 2, , 
2025/1/5, 14, 17, 24, 2, , 
2025/1/6, 15, 21, 14, 3, 3, 
2025/1/7, 12, 25, 21, 1, 1, 
2025/1/8, 9, 26, 36, 2, , 
2025/1/9, 13, 22, 17, 3, 6, 
2025/1/10, 10, 13, 25, 2, 7, 
2025/1/11, 7, 11, 30, 4, , 1
2025/1/12, 10, 14, 34, 3, , 
2025/1/13, 16, 19, 28, 4, 5, 
2025/1/14, 30, 16, 21, 2, , 
2025/1/15, 14, 23, 16, 3, , 
2025/1/16, 8, 19, 22, 2, , 
2025/1/17, 9, 31, 20, 1, 2, 
2025/1/18, 11, 27, 22, 1, , 
2025/1/19, 11, 28, 28, 2, 8, 
2025/1/20, 11, 22, 35, 2, 3, 
2025/1/21, 9, 22, 18, 1, , 
2025/1/22, 9, 23, 17, 2, 2, 
2025/1/23, 9, 10, 19, 2, , 
2025/1/24, 5, 17, 20, 2, , 
2025/1/25, 8, 14, 18, 1, 2, 
2025/1/26, 7, 15, 33, 1, , 1
2025/1/27, 9, 23, 18, 1, , 
2025/1/28, 10, 24, 21, 2, 1, 
2025/1/29, 10, 16, 19, 2, , 
2025/1/30, 6, 12, 23, 2, 5, 
2025/1/31, 7, 13, 21, 1, , 1
2025/2/1, 10, 17, 50, 2, 2, 1
2025/2/2, 18, 22, 54, 5, , 1
2025/2/3, 30, 29, 51, 7, , 1
2025/2/4, 27, 27, 19, 2, 3, 
2025/2/5, 30, 18, 26, 1, 1, 
2025/2/6, 16, 27, 28, 3, , 
2025/2/7, 31, 27, 18, 1, , 
2025/2/8, 34, 10, 18, , 1, 
2025/2/9, 6, 7, 17, 1, , 
2025/2/10, 4, 10, 20, 2, 8, 1
2025/2/11, 7, 13, 26, 1, , 
2025/2/12, 7, 18, 45, 4, 2, 1
2025/2/13, 10, 27, 20, 2, , 
2025/2/14, 10, 12, 18, 1, , 
2025/2/15, 5, 14, 16, 1, , 
2025/2/16, 7, 13, 26, 3, , 
2025/2/17, 6, 16, 20, 2, , 
2025/2/18, 7, 12, 18, 1, , 
2025/2/19, 3, 17, 23, 3, , 
2025/2/20, 7, 20, 25, 3, 3, 
2025/2/21, 8, 17, 39, 2, 1, 1
2025/2/22, 11, 22, 30, 1, 1, 
2025/2/23, 11, 16, 17, 3, , 
2025/2/24, 8, 17, 23, 2, 1, 
2025/2/25, 12, 17, 46, 3, , 
2025/2/26, 11, 23, 33, 4, 3, 
2025/2/27, 13, 15, 23, 3, , 
2025/2/28, 9, 23, 27, 2, , 
2025/3/1, 11, 22, 17, 2, , 
2025/3/2, 9, 17, 23, 3, 4, 
2025/3/3, 13, 18, 21, 1, , 
2025/3/4, 11, 27, 45, 4, , 
2025/3/5, 17, 27, 25, 3, 4, 
2025/3/6, 21, 12, 20, 1, 1, 
2025/3/7, 4, 11, 24, 2, 3, 
2025/3/8, 8, 15, 37, 2, , 1
2025/3/9, 11, 17, 31, 4, , 1
2025/3/10, 9, 22, 22, 2, , 
2025/3/11, 13, 23, 32, 2, 5, 
2025/3/12, 18, 14, 28, 3, , 
2025/3/13, 9, 12, 29, 3, , 
2025/3/14, 13, 15, 43, 5, , 1
2025/3/15, 13, 12, 27, 2, , 
2025/3/16, 10, 14, 20, 3, , 
2025/3/17, 7, 13, 26, 5, 2, 1
2025/3/18, 7, 17, 34, 4, , 
2025/3/19, 12, 17, 28, 6, , 1
2025/3/20, 14, 17, 21, 2, , 
2025/3/21, 6, 14, 26, 2, , 
2025/3/22, 5, 13, 26, 3, 2, 
2025/3/23, 9, 15, 22, 3, , 
2025/3/24, 11, 16, 20, 4, 1, 
2025/3/25, 10, 13, 22, 4, , 
2025/3/26, 14, 13, 23, 3, , 
2025/3/27, 16, 19, 27, 3, 1, 1
2025/3/28, 32, 28, 27, 5, , 1
2025/3/29, 46, 19, 21, , , 
2025/3/30, 9, 15, 21, 1, , 
2025/3/31, 6, 10, 19, 2, , 
2024/10/1, 18, 23, 24, 3, 7, 1
2024/10/2, 29, 27, 23, 3, , 
2024/10/3, 20, 15, 24, 4, , 
2024/10/4, 20, 7, 22, 1, , 1
2024/10/5, 11, 15, 23, 1, , 
2024/10/6, 16, 15, 22, 1, , 
2024/10/7, 14, 11, 24, 3, , 
2024/10/8, 12, 12, 24, 2, , 
2024/10/9, 19, 15, 23, 4, , 
2024/10/10, 15, 18, 23, 3, , 1
2024/10/11, 17, 25, 24, 2, 3, 1
2024/10/12, 21, 17, 23, 2, 1, 
2024/10/13, 15, 16, 23, 4, 3, 1
2024/10/14, 16, 22, 22, , , 1
2024/10/15, 13, 20, 20, 2, 1, 1
2024/10/16, 14, 15, 25, 4, , 1
2024/10/17, 15, 8, 29, 5, , 1
2024/10/18, 9, 9, 27, , , 
2024/10/19, 8, 14, 21, , , 1
2024/10/20, 10, 10, 23, 1, , 1
2024/10/21, 8, 15, 31, 3, , 1
2024/10/22, 15, 24, 26, 2, , 1
2024/10/23, 17, 12, 22, 2, , 1
2024/10/24, 9, 9, 24, 2, , 1
2024/10/25, 8, 10, 26, 2, 1, 1
2024/10/26, 15, 11, 28, 1, , 1
2024/10/27, 10, 19, 21, 2, , 1
2024/10/28, 13, 19, 20, 1, , 1
2024/10/29, 14, 8, 23, 1, , 1
2024/10/30, 5, 6, 21, 2, , 1
2024/10/31, 5, 13, 20, 3, , 1
2024/11/1, 9, 17, 24, 1, , 1
2024/11/2, 13, 18, 24, 2, , 1
2024/11/3, 14, 25, 21, 3, , 1
2024/11/4, 20, , , , , 
2024/11/12, 14, 14, 18, 3, , 1
2024/11/13, 18, 17, 20, 1, , 
2024/11/14, 14, 14, 22, 2, , 1
2024/11/15, 15, 15, 33, 2, 1, 1
2024/11/16, 17, 12, 26, 2, , 1
2024/11/17, 12, 14, 18, 1, , 
2024/11/18, 9, 12, 21, 2, , 
2024/11/19, 9, 15, 23, 4, 6, 1
2024/11/20, 26, 17, 24, 2, 2, 
2024/11/21, 24, 14, 37, 3, 1, 1
2024/11/22, 17, 18, 35, 2, 1, 1
2024/11/23, 22, 12, 23, 2, , 1
2024/11/24, 19, 14, 20, 3, , 1
2024/11/25, 35, 8, 23, 2, , 1
2024/11/26, 23, 9, 30, 2, , 1
2024/11/27, 21, 10, 22, 2, , 
2024/11/28, 12, 2, 18, 2, 2, 
2024/11/29, 3, 5, 16, 1, 1, 1
2024/11/30, 7, 8, 33, 2, , 
2024/12/1, 10, 9, 33, 2, 2, 1
2024/12/2, 9, 13, 25, 2, , 
2024/12/3, 13, 21, 23, 3, 7, 
2024/12/4, 13, 16, 37, 3, , 
2024/12/5, 11, 21, 44, 5, , 1
2024/12/6, 16, 13, 35, 2, , 1
2024/12/7, 16, 15, 21, , , 
2024/12/8, 10, 15, 22, 2, , 
2024/12/9, 11, 11, 20, 2, , 
2024/12/10, 8, 12, 28, 2, , 
2024/12/11, 8, 12, 21, 2, , 1
2024/12/12, 10, 7, 17, 1, , 
2024/12/13, 6, 13, 29, 1, , 
2024/12/14, 10, 18, 30, 1, 1, 1
2024/12/15, 27, 18, 40, 2, 1, 1
2024/12/16, 20, 21, 34, 1, , 1
2024/12/17, 14, 19, 16, 2, , 
2024/12/18, 13, 12, 22, 1, 1, 1
2024/12/19, 8, 17, 30, 1, , 1
2024/12/20, 12, 19, 24, , , 
2024/12/21, 18, 18, 18, 1, , 
2024/12/22, 14, 12, 16, 1, , 
2024/12/23, 10, 12, 12, 1, , 
2024/12/24, 9, 4, 22, , , 
2024/12/25, 4, 11, 35, 2, , 1
2024/12/26, 8, 16, 18, 1, , 
2024/12/27, 11, 10, 20, 1, , 
2024/12/28, 8, 9, 20, 1, , 
2024/12/29, 7, , , , , 
2024/7/1, 45, 14, 15, 6, , 1
2024/7/2, 39, 16, 17, 6, , 1
2024/7/3, 44, 14, 16, 5, , 1
2024/7/4, 35, 21, 15, 2, , 1
2024/7/5, 52, 16, 18, 2, 2, 1
2024/7/6, 42, 14, 11, 5, , 1
2024/7/7, 28, 27, 4, 6, , 2
2024/7/8, 69, 15, 11, 6, , 2
2024/7/9, 41, 6, 16, 6, , 1
2024/7/10, 15, 12, 4, 7, , 2
2024/7/11, 31, 14, 8, 8, 1, 2
2024/7/12, 35, 17, 19, 3, , 1
2024/7/13, 43, 11, 23, 2, , 
2024/7/14, 20, 8, 24, 2, , 1
2024/7/15, 6, 18, 20, 4, , 
2024/7/16, 35, 16, 16, 4, , 1
2024/7/17, 32, 9, 23, 3, , 
2024/7/18, 11, 16, 18, 3, , 1
2024/7/19, 34, 11, 22, 1, 4, 
2024/7/20, 11, 21, 21, 1, , 
2024/7/21, 19, 9, 16, 2, , 
2024/7/22, 12, 8, 18, 3, , 
2024/7/23, 10, 14, 11, 9, , 2
2024/7/24, 29, 10, 18, 5, 1, 1
2024/7/25, 19, 9, 20, 4, 1, 
2024/7/26, 15, 10, 21, 4, , 1
2024/7/27, 21, 14, 23, 1, , 
2024/7/28, 23, 15, 19, 5, , 1
2024/7/29, 34, 21, 10, 7, 3, 2
2024/7/30, 53, 20, 20, 5, , 2
2024/7/31, 49, 15, 18, 6, , 2
2024/8/1, 30, 13, 8, 9, 1, 3
2024/8/2, 28, 20, 12, 5, , 3
2024/8/3, 51, 24, 15, 3, , 3
2024/8/4, 55, 18, 10, 6, , 
2024/8/5, 49, 17, 16, 4, , 1
2024/8/6, 46, 8, 18, 4, , 1
2024/8/7, 14, 16, 7, 8, 2, 3
2024/8/8, 47, 8, 15, 6, , 2
2024/8/9, 17, 24, 15, 3, , 2
2024/8/10, 55, 23, 15, 3, , 2
2024/8/11, 51, 23, 12, 6, 2, 3
2024/8/12, 54, 19, 13, 7, 1, 3
2024/8/13, 46, 19, 13, 7, , 3
2024/8/14, 43, 21, 15, 7, , 3
2024/8/15, 38, 15, 4, 8, , 3
2024/8/16, 43, 11, 20, 3, , 1
2024/8/17, 26, 18, 23, 2, , 
2024/8/18, 18, 15, 16, 3, , 2
2024/8/19, 28, 12, 7, 6, , 2
2024/8/20, 27, 10, 20, 4, , 1
2024/8/21, 21, 13, , 4, , 
2024/8/22, 16, 10, , 4, , 1
2024/8/23, 13, 8, , 2, , 1
2024/8/24, 11, 13, , 1, , 1
2024/8/25, 21, 10, , 2, , 
2024/8/26, 8, 7, , 2, , 1
2024/8/27, 5, 20, , 1, , 
2024/8/28, 13, 28, , 4, 3, 1
2024/8/29, 21, 19, , 2, 1, 1
2024/8/30, 15, 11, , , , 
2024/8/31, 7, 7, , , 1, 1
2024/9/1, 5, 17, , , 1, 
2024/9/2, 11, 31, , 4, , 1
2024/9/3, 27, 18, , 6, 3, 1
2024/9/4, 28, 13, , 5, 1, 1
2024/9/5, 16, 19, , 4, , 1
2024/9/6, 32, , , 2, , 1
2024/9/11, 15, 18, 22, 2, , 1
2024/9/12, 16, 7, 21, 2, , 1
2024/9/13, 11, 14, 25, 1, , 1
2024/9/14, 21, 11, 28, 2, , 1
2024/9/15, 19, 13, 24, 2, , 1
2024/9/16, 12, 10, 26, 3, , 
2024/9/17, 16, 12, 28, 3, , 1
2024/9/18, 13, 8, 25, 1, , 
2024/9/19, 7, 20, 23, 2, 1, 1
2024/9/20, 15, 11, 26, 1, , 
2024/9/21, 9, 6, 23, 1, , 
2024/9/22, 8, 5, 24, 1, , 1
2024/9/23, 6, 17, 19, 3, , 1
2024/9/24, 20, 19, 24, 3, , 
2024/9/25, 19, 22, 25, 5, 1, 
2024/9/26, 20, 15, 23, 4, 7, 1
2024/9/27, 25, 13, 22, 2, 2, 3
2024/9/28, 17, 10, 18, 4, , 2
2024/9/29, 19, 20, 24, 3, , 
2024/9/30, 20, 16, 22, 3, , 1
2024/4/1, 35, 10, 16, 2, , 
2024/4/2, 18, 12, 13, 3, , 
2024/4/3, 15, 11, 14, 3, 2, 
2024/4/4, 14, 9, 16, 2, , 
2024/4/5, 11, 14, 12, 1, , 
2024/4/6, 9, 6, 14, 2, , 
2024/4/7, 8, 8, 15, 3, , 
2024/4/8, 9, 10, 13, 2, , 
2024/4/9, 9, 7, 11, 2, , 
2024/4/10, 7, 7, 11, 3, , 
2024/4/11, 7, 6, 10, 2, , 
2024/4/12, 10, 6, 12, 3, , 
2024/4/13, 12, 11, 15, 2, , 1
2024/4/14, 26, 11, 17, 3, , 1
2024/4/15, 26, 17, 9, 5, , 1
2024/4/16, 32, 23, 13, 4, , 2
2024/4/17, 47, 8, 13, 3, , 
2024/4/18, 15, 10, 11, 4, , 
2024/4/19, 13, 15, 16, 2, , 
2024/4/20, 20, , 16, 2, , 
2024/4/22, 73, 32, 21, 5, , 2
2024/4/23, 72, 13, 17, 1, , 
2024/4/24, 12, 12, 17, 1, , 
2024/4/25, 14, 10, 15, 3, , 
2024/4/26, 9, 11, 16, 3, , 
2024/4/27, 15, 18, 11, 5, , 1
2024/4/28, 46, 23, 12, 6, , 1
2024/4/29, 40, 15, 15, 4, , 
2024/4/30, 26, 17, 6, 6, , 1
2024/5/1, 38, 21, 17, 4, , 1
2024/5/2, 42, 12, 18, 5, , 1
2024/5/3, 21, 8, 18, 2, , 1
2024/5/4, 19, 8, 16, 2, , 1
2024/5/5, 16, 12, 16, 2, , 
2024/5/6, 28, 9, 17, 4, , 1
2024/5/7, 15, 12, 16, 3, , 1
2024/5/8, 26, 10, 16, 3, , 1
2024/5/9, 21, 11, 19, 3, , 1
2024/5/10, 8, 13, 20, 1, , 
2024/5/11, 7, 8, 17, 1, , 
2024/5/12, 6, 11, 20, 4, , 1
2024/5/13, 22, 15, 17, 5, , 1
2024/5/14, 19, 13, 17, 4, , 1
2024/5/15, 30, 13, 16, 5, , 2
2024/5/16, 25, 23, 19, 3, , 1
2024/5/17, 42, 18, 19, 2, , 
2024/5/18, 29, 15, 17, 1, , 1
2024/5/19, 23, 9, 13, 4, , 1
2024/5/20, 20, 16, 12, 6, 1, 1
2024/5/21, 39, 20, 12, 5, , 1
2024/5/22, 51, 20, 9, 7, , 1
2024/5/23, 54, 13, 13, 6, , 1
2024/5/24, 33, 14, 14, 4, , 1
2024/5/25, 38, 22, 14, 5, , 1
2024/5/26, 58, 24, 15, 5, , 1
2024/5/27, 63, 22, 15, 8, , 2
2024/5/28, 52, 25, 11, 8, , 2
2024/5/29, 58, 19, 19, 7, , 2
2024/5/30, 40, 13, 21, 2, , 
2024/5/31, 15, 18, 17, 4, , 
2024/6/1, 29, 16, 18, 2, , 1
2024/6/2, 38, 7, 20, 3, , 1
2024/6/3, 11, 5, 17, 4, , 
2024/6/4, 10, 14, 13, 7, , 1
2024/6/5, 28, 15, 11, 7, , 1
2024/6/6, 33, 9, 16, 7, , 1
2024/6/7, 23, 10, 13, 3, , 1
2024/6/8, 23, 11, 16, 2, , 
2024/6/9, 23, 14, 18, 6, , 1
2024/6/10, 36, 9, 21, 3, , 1
2024/6/11, 15, 21, 21, 1, , 
2024/6/12, 18, 9, 17, 5, , 1
2024/6/13, 21, 14, 22, 4, , 1
2024/6/14, 28, 15, 17, 4, , 
2024/6/15, 28, 19, 16, 4, , 1
2024/6/16, 44, 17, 14, 6, , 2
2024/6/17, 34, 16, 12, 6, 1, 1
2024/6/18, 40, 16, 13, 8, 3, 1
2024/6/19, 44, 19, 10, 7, , 1
2024/6/20, 52, 19, 9, 6, , 1
2024/6/21, 58, 21, 16, 3, , 1
2024/6/22, 51, 19, 13, 4, 1, 1
2024/6/23, 51, 19, 6, 7, , 1
2024/6/24, 51, 16, 9, 7, , 2
2024/6/25, 41, 13, 18, 4, , 1
2024/6/26, 35, 9, 18, 6, , 1
2024/6/27, 20, 12, 15, 8, , 2
2024/6/28, 30, 6, 19, 1, , 1
2024/6/29, 10, 19, 20, 2, , 
2024/6/30, 39, 17, 14, 6, 1, 1
2024/1/1, 18, 17, 21, 1, 3, 1
2024/1/2, 18, 15, 23, 2, , 1
2024/1/3, 22, 13, 11, 1, 6, 
2024/1/4, 12, 17, 14, , , 
2024/1/5, 11, 15, 15, 1, 7, 
2024/1/6, 11, 16, 18, 1, 1, 
2024/1/7, 15, 6, 13, 2, , 
2024/1/8, 9, 24, 13, 1, , 
2024/1/9, 17, 21, 24, 1, , 
2024/1/10, 18, 14, 20, 2, 2, 
2024/1/11, 16, 15, 30, 2, , 1
2024/1/12, 25, 17, 15, 1, , 
2024/1/13, 22, 17, 15, 1, 5, 
2024/1/14, 14, 16, 14, , , 
2024/1/15, 10, 18, 22, 1, , 
2024/1/16, 10, 13, 14, 4, , 
2024/1/17, 11, 17, 16, 1, , 
2024/1/18, 12, 7, 13, 1, , 
2024/1/19, 5, 16, 15, 1, , 
2024/1/20, 13, 18, 16, , , 
2024/1/21, 14, 13, 13, 1, , 
2024/1/22, 9, 12, 12, 1, 2, 
2024/1/23, 8, 22, 26, 2, , 
2024/1/24, 15, 16, 14, 3, , 
2024/1/25, 14, 14, 12, 1, , 
2024/1/26, 12, 19, 15, , , 
2024/1/27, 13, 8, 12, 1, , 
2024/1/28, 7, 10, 20, 2, , 
2024/1/29, 10, 14, 18, 2, 1, 
2024/1/30, 16, 18, 11, 1, , 
2024/1/31, 11, 16, 12, 1, , 
2024/2/1, 11, 27, 13, , , 
2024/2/2, 17, 24, 28, 2, , 
2024/2/3, 15, 20, 29, 1, , 
2024/2/4, 14, 21, 12, 3, , 
2024/2/5, 17, 8, 9, 2, , 
2024/2/6, 5, 9, 14, 2, 2, 
2024/2/7, 5, 12, 15, 2, , 
2024/2/8, 12, 12, 14, 2, , 
2024/2/9, 13, 17, 12, 1, 2, 
2024/2/10, 13, 20, 21, , , 
2024/2/11, 15, 16, 33, 3, , 1
2024/2/12, 16, 23, 25, 4, , 
2024/2/13, 19, 16, 14, 2, , 
2024/2/14, 10, 13, 16, 3, , 23
2024/2/15, 11, 14, 14, 2, , 
2024/2/16, 19, 15, 17, 1, , 
2024/2/17, 33, 7, 12, 1, , 1
2024/2/18, 10, 11, 12, 1, , 3
2024/2/19, 9, 13, 16, 2, , 3
2024/2/20, 17, 13, 30, 4, , 3
2024/2/21, 15, 13, 28, 5, , 2
2024/2/22, 13, 24, 16, 1, , 
2024/2/23, 16, 29, 15, 1, , 
2024/2/24, 19, 30, 29, 1, , 
2024/2/25, 40, 17, 15, 1, , 
2024/2/26, 11, 20, 17, 1, , 
2024/2/27, 14, 21, 28, 5, , 1
2024/2/28, 18, 28, 16, 2, , 
2024/2/29, 19, 13, 21, 2, , 
2024/3/1, 9, 15, 15, 1, , 
2024/3/2, 12, 20, 13, , , 
2024/3/3, 14, 22, 14, 2, 8, 
2024/3/4, 15, 20, 29, 2, , 
2024/3/5, 12, 21, 30, 4, 1, 1
2024/3/6, 15, 17, 15, 2, 20, 
2024/3/7, 11, 25, 18, 4, 8, 
2024/3/8, 25, 22, 30, 1, , 1
2024/3/9, 26, 17, 29, 3, 1, 
2024/3/10, 16, 15, 27, 3, 3, 
2024/3/11, 17, 22, 16, 4, , 
2024/3/12, 15, 26, 11, 3, , 
2024/3/13, 21, 14, 13, 1, 25, 
2024/3/14, 12, 13, 15, , , 
2024/3/15, 7, 11, 14, , 4, 
2024/3/16, 6, 12, 22, , 3, 
2024/3/17, 12, 11, 19, , 1, 1
2024/3/18, 12, 15, 24, 3, , 1
2024/3/19, 20, 9, 14, 3, , 
2024/3/20, 6, 9, 16, 3, 1, 
2024/3/21, 6, 11, 23, 4, , 
2024/3/22, 10, 10, 14, 3, , 
2024/3/23, 14, 11, 15, 2, , 
2024/3/24, 8, 10, 16, 2, , 
2024/3/25, 8, 7, 17, 3, , 
2024/3/26, 5, 13, 14, 4, , 
2024/3/27, 9, , 17, 4, 2, 
2024/3/30, 53, 35, 27, 1, , 1
2024/3/31, 79, 20, 19, 3, , 1
2023/10/1, 12, 49, 31, 5, 4, 3
2023/10/2, 95, 33, 24, 4, , 4
2023/10/3, 53, 5, 18, 3, , 3
2023/10/4, 9, 13, 19, 2, 1, 
2023/10/5, 13, 16, 21, 2, , 
2023/10/6, 17, 12, 21, 3, , 
2023/10/7, 18, 10, 21, 1, 1, 
2023/10/8, 18, 5, 22, 2, , 
2023/10/9, 6, 5, 22, 2, , 
2023/10/10, 6, 10, 26, 3, , 1
2023/10/11, 15, 13, 16, 5, , 1
2023/10/12, 16, 9, , , , 
2023/10/13, 8, 10, , , , 
2023/10/14, 8, 15, , , , 
2023/10/15, 13, 12, , , , 
2023/10/16, 9, 17, , , , 
2023/10/17, 14, 12, , , , 
2023/10/18, 11, 12, , , , 
2023/10/19, 11, 15, , , , 
2023/10/20, 16, 19, , , , 
2023/10/21, 17, 6, , , , 
2023/10/22, 4, 10, , , , 
2023/10/23, 12, 19, , , , 
2023/10/24, 25, 14, , , , 
2023/10/25, 10, 16, , , , 
2023/10/26, 14, 25, , , , 
2023/10/27, 20, 15, , , , 
2023/10/28, 13, 29, , , , 
2023/10/29, 20, 19, , , , 
2023/10/30, 13, 11, , , , 
2023/10/31, 8, 13, , , , 
2023/11/1, 12, 18, , , , 
2023/11/2, 16, 12, , , , 2
2023/11/3, 10, 13, , , , 2
2023/11/4, 10, , , , , 
2023/11/6, 9, 13, , , , 2
2023/11/7, 14, 13, , , 1, 3
2023/11/8, 16, 17, , , , 1
2023/11/9, 36, 19, , , , 
2023/11/10, 40, 17, , , , 
2023/11/11, 17, 13, , , , 
2023/11/12, 8, 17, , , , 
2023/11/13, 12, 19, , , , 
2023/11/14, 13, 14, , , , 
2023/11/15, 11, 11, , , , 
2023/11/16, 7, 10, , , , 
2023/11/17, 9, 6, , , , 
2023/11/18, 8, 20, , , , 
2023/11/19, 38, 24, , , , 
2023/11/20, 51, 22, , , , 
2023/11/21, 37, 15, , , , 
2023/11/22, 14, 12, , , , 
