date, pm25, pm10, o3, no2, so2, co
2025/6/6, 24, 2, 19, 4, , 1
2025/6/7, 9, 5, 18, 4, , 1
2025/6/8, 20, 4, 19, 3, , 1
2025/6/9, 17, 4, 13, 7, , 1
2025/6/10, 14, 6, 13, 7, , 1
2025/6/11, 26, 9, 9, 8, , 1
2025/6/12, 34, 12, 15, 7, , 2
2025/6/13, 44, 15, 8, 6, , 2
2025/6/14, 52, 8, 16, 4, , 2
2025/6/15, 31, 3, 19, 7, , 2
2025/6/16, 12, 1, 22, 3, , 
2025/6/17, 4, 3, 18, 5, , 1
2025/6/18, 11, 5, 13, 8, , 1
2025/6/19, 21, 8, 10, 8, , 2
2025/6/20, 29, 11, 11, 6, , 1
2025/6/21, 40, 12, 9, 4, 1, 2
2025/6/22, 46, 5, 19, 5, , 1
2025/6/23, 17, 3, 22, 2, , 
2025/6/24, 3, 1, 22, 3, 1, 1
2025/6/25, 7, 4, 15, 7, , 1
2025/6/26, 16, 7, 13, 7, , 1
2025/6/27, 29, 10, 15, 4, 2, 1
2025/6/28, 39, 6, 15, 6, , 1
2025/6/29, 26, 5, 16, 5, , 1
2025/6/30, 22, 3, 18, 4, , 1
2025/1/1, 9, 19, 16, 1, , 
2025/1/2, 9, 22, 21, 1, 1, 
2025/1/3, 9, 19, 36, 1, , 1
2025/1/4, 11, 18, 39, 2, , 
2025/1/5, 11, 19, 24, 2, , 
2025/1/6, 10, 23, 14, 3, 3, 
2025/1/7, 9, 24, 21, 1, 1, 
2025/1/8, 9, 24, 36, 2, , 
2025/1/9, 12, 21, 17, 3, 6, 
2025/1/10, 12, 15, 25, 2, 7, 
2025/1/11, 9, 12, 30, 4, , 1
2025/1/12, 11, 14, 34, 3, , 
2025/1/13, 17, 17, 28, 4, 5, 
2025/1/14, 30, 14, 21, 2, , 
2025/1/15, 14, 21, 16, 3, , 
2025/1/16, 8, 17, 22, 2, , 
2025/1/17, 8, 30, 20, 1, 2, 
2025/1/18, 12, 26, 22, 1, , 
2025/1/19, 10, 27, 28, 2, 8, 
2025/1/20, 11, 22, 35, 2, 3, 
2025/1/21, 10, 21, 18, 1, , 
2025/1/22, 9, 25, 17, 2, 2, 
2025/1/23, 12, 13, 19, 2, , 
2025/1/24, 8, 15, 20, 2, , 
2025/1/25, 7, 13, 18, 1, 2, 
2025/1/26, 8, 13, 33, 1, , 1
2025/1/27, 8, 22, 18, 1, , 
2025/1/28, 10, 23, 21, 2, 1, 
2025/1/29, 11, 16, 19, 2, , 
2025/1/30, 6, 13, 23, 2, 5, 
2025/1/31, 7, 13, 21, 1, , 1
2025/2/1, 9, 17, 50, 2, 2, 1
2025/2/2, 16, 22, 54, 5, , 1
2025/2/3, 29, 26, 51, 7, , 1
2025/2/4, 24, 28, 19, 2, 3, 
2025/2/5, 28, 14, 26, 1, 1, 
2025/2/6, 14, 23, 28, 3, , 
2025/2/7, 29, 25, 18, 1, , 
2025/2/8, 32, 12, 18, , 1, 
2025/2/9, 7, 9, 17, 1, , 
2025/2/10, 6, 10, 20, 2, 8, 1
2025/2/11, 8, 10, 26, 1, , 
2025/2/12, 6, 14, 45, 4, 2, 1
2025/2/13, 9, 21, 20, 2, , 
2025/2/14, 10, 9, 18, 1, , 
2025/2/15, 5, 10, 16, 1, , 
2025/2/16, 7, 12, 26, 3, , 
2025/2/17, 7, 13, 20, 2, , 
2025/2/18, 6, 9, 18, 1, , 
2025/2/19, 3, 14, 23, 3, , 
2025/2/20, 6, 18, 25, 3, 3, 
2025/2/21, 9, 16, 39, 2, 1, 1
2025/2/22, 10, 19, 30, 1, 1, 
2025/2/23, 9, 14, 17, 3, , 
2025/2/24, 7, 14, 23, 2, 1, 
2025/2/25, 10, 14, 46, 3, , 
2025/2/26, 12, 21, 33, 4, 3, 
2025/2/27, 17, 10, 23, 3, , 
2025/2/28, 6, 19, 27, 2, , 
2025/3/1, 11, 13, 17, 2, , 
2025/3/2, 7, 16, 23, 3, 4, 
2025/3/3, 10, 17, 21, 1, , 
2025/3/4, 12, 24, 45, 4, , 
2025/3/5, 16, 22, 25, 3, 4, 
2025/3/6, 20, 13, 20, 1, 1, 
2025/3/7, 6, 11, 24, 2, 3, 
2025/3/8, 11, 13, 37, 2, , 1
2025/3/9, 9, 16, 31, 4, , 1
2025/3/10, 8, 27, 22, 2, , 
2025/3/11, 17, 25, 32, 2, 5, 
2025/3/12, 19, 14, 28, 3, , 
2025/3/13, 10, 13, 29, 3, , 
2025/3/14, 10, 18, 43, 5, , 1
2025/3/15, 13, 12, 27, 2, , 
2025/3/16, 9, 15, 20, 3, , 
2025/3/17, 6, 19, 26, 5, 2, 1
2025/3/18, 13, 19, 34, 4, , 
2025/3/19, 12, 14, 28, 6, , 1
2025/3/20, 10, 15, 21, 2, , 
2025/3/21, 7, 15, 26, 2, , 
2025/3/22, 8, 13, 26, 3, 2, 
2025/3/23, 10, 15, 22, 3, , 
2025/3/24, 13, 18, 20, 4, 1, 
2025/3/25, 13, 16, 22, 4, , 
2025/3/26, 19, 13, 23, 3, , 
2025/3/27, 18, 24, 27, 3, 1, 1
2025/3/28, 41, 23, 27, 5, , 1
2025/3/29, 36, 21, 21, , , 
2025/3/30, 10, 15, 21, 1, , 
2025/3/31, 6, 10, 19, 2, 1, 
2024/10/1, 17, 24, 24, 3, 7, 1
2024/10/2, 19, 23, 23, 3, , 
2024/10/3, 14, 11, 24, 4, , 
2024/10/4, 11, 7, 22, 1, , 1
2024/10/5, 9, 15, 23, 1, , 
2024/10/6, 10, 15, 22, 1, , 
2024/10/7, 10, 13, 24, 3, , 
2024/10/8, 13, 14, 24, 2, , 
2024/10/9, 14, 18, 23, 4, , 
2024/10/10, 10, 22, 23, 3, , 1
2024/10/11, 19, 27, 24, 2, 3, 1
2024/10/12, 21, 17, 23, 2, 1, 
2024/10/13, 11, 18, 23, 4, 3, 1
2024/10/14, 13, 28, 22, , , 1
2024/10/15, 12, 20, 20, 2, 1, 1
2024/10/16, 9, 20, 25, 4, , 1
2024/10/17, 12, 9, 29, 5, , 1
2024/10/18, 7, 10, 27, , , 
2024/10/19, 10, 14, 21, , , 1
2024/10/20, 9, 11, 23, 1, , 1
2024/10/21, 5, 16, 31, 3, , 1
2024/10/22, 11, 23, 26, 2, , 1
2024/10/23, 12, 14, 22, 2, , 1
2024/10/24, 8, 11, 24, 2, , 1
2024/10/25, 7, 10, 26, 2, 1, 1
2024/10/26, 10, 11, 28, 1, , 1
2024/10/27, 5, 23, 21, 2, , 1
2024/10/28, 11, 21, 20, 1, , 1
2024/10/29, 12, 7, 23, 1, , 1
2024/10/30, 4, 6, 21, 2, , 1
2024/10/31, 4, 16, 20, 3, , 1
2024/11/1, 7, 17, 24, 1, , 1
2024/11/2, 11, 23, 24, 2, , 1
2024/11/3, 11, 26, 13, 3, , 1
2024/11/4, 18, , , , , 
2024/11/12, 9, 15, 18, 3, , 1
2024/11/13, 16, 21, 20, 1, , 
2024/11/14, 9, 17, 22, 2, , 1
2024/11/15, 10, 18, 33, 2, 1, 1
2024/11/16, 13, 17, 26, 2, , 1
2024/11/17, 10, 16, 18, 1, , 
2024/11/18, 7, 15, 21, 2, , 
2024/11/19, 7, 16, 23, 4, 6, 1
2024/11/20, 19, 19, 24, 2, 2, 
2024/11/21, 20, 18, 37, 3, 1, 1
2024/11/22, 16, 19, 35, 2, 1, 1
2024/11/23, 16, 13, 23, 2, , 1
2024/11/24, 13, 15, 20, 3, , 1
2024/11/25, 33, 10, 23, 2, , 1
2024/11/26, 22, 8, 30, 2, , 1
2024/11/27, 12, 11, 22, 2, , 
2024/11/28, 8, 4, 18, 2, 2, 
2024/11/29, 4, 5, 16, 1, 1, 1
2024/11/30, 7, 8, 33, 2, , 
2024/12/1, 6, 10, 33, 2, 2, 1
2024/12/2, 7, 14, 25, 2, , 
2024/12/3, 8, 24, 23, 3, 7, 
2024/12/4, 10, 18, 37, 3, , 
2024/12/5, 8, 22, 44, 5, , 1
2024/12/6, 12, 14, 35, 2, , 1
2024/12/7, 13, 20, 21, , , 
2024/12/8, 8, 19, 22, 2, , 
2024/12/9, 9, 13, 20, 2, , 
2024/12/10, 6, 14, 28, 2, , 
2024/12/11, 6, 13, 21, 2, , 1
2024/12/12, 7, 7, 17, 1, , 
2024/12/13, 4, 13, 29, 1, , 
2024/12/14, 8, 17, 30, 1, 1, 1
2024/12/15, 16, 18, 40, 2, 1, 1
2024/12/16, 16, 26, 34, 1, , 1
2024/12/17, 11, 23, 16, 2, , 
2024/12/18, 9, 17, 22, 1, 1, 1
2024/12/19, 7, 22, 30, 1, , 1
2024/12/20, 13, 24, 24, , , 
2024/12/21, 17, 20, 18, 1, , 
2024/12/22, 8, 11, 16, 1, , 
2024/12/23, 4, 11, 12, 1, , 
2024/12/24, 5, 6, 22, , , 
2024/12/25, 4, 14, 35, 2, , 1
2024/12/26, 7, 21, 18, 1, , 
2024/12/27, 8, 13, 20, 1, , 
2024/12/28, 7, 10, 20, 1, , 
2024/12/29, 5, , , , , 
2024/7/1, 32, 11, 15, 6, , 1
2024/7/2, 35, 5, 17, 6, , 1
2024/7/3, 12, 6, 16, 5, , 1
2024/7/4, 14, 5, 15, 2, , 1
2024/7/5, 9, 7, 18, 2, 2, 1
2024/7/6, 20, 6, 11, 5, , 1
2024/7/7, 17, 11, 4, 6, , 2
2024/7/8, 33, 11, 11, 6, , 2
2024/7/9, 36, 6, 16, 6, , 1
2024/7/10, 18, 13, 4, 7, , 2
2024/7/11, 40, 11, 8, 8, 1, 2
2024/7/12, 31, 12, 19, 3, , 1
2024/7/13, 36, 7, 23, 2, , 
2024/7/14, 17, 3, 24, 2, , 1
2024/7/15, 5, 8, 20, 4, , 
2024/7/16, 15, 8, 16, 4, , 1
2024/7/17, 24, 5, 23, 3, , 
2024/7/18, 9, 3, 18, 3, , 1
2024/7/19, 5, 4, 22, 1, 4, 
2024/7/20, 7, 9, 21, 1, , 
2024/7/21, 11, 5, 16, 2, , 
2024/7/22, 7, 6, 18, 3, , 
2024/7/23, 9, 12, 11, 9, , 2
2024/7/24, 31, 6, 18, 5, 1, 1
2024/7/25, 11, 7, 20, 4, 1, 
2024/7/26, 15, 9, 21, 4, , 1
2024/7/27, 26, 7, 23, 1, , 
2024/7/28, 12, 7, 19, 5, , 1
2024/7/29, 18, 11, 10, 7, 3, 2
2024/7/30, 31, 8, 20, 5, , 2
2024/7/31, 14, 8, 18, 6, , 2
2024/8/1, 10, 9, 8, 9, 1, 3
2024/8/2, 18, 14, 12, 5, , 3
2024/8/3, 41, 16, 15, 3, , 3
2024/8/4, 49, 12, 10, 6, , 
2024/8/5, 37, 10, 16, 4, , 1
2024/8/6, 31, 12, 18, 4, , 1
2024/8/7, 25, 9, 7, 8, 2, 3
2024/8/8, 25, 6, 15, 6, , 2
2024/8/9, 14, 13, 15, 3, , 2
2024/8/10, 36, 16, 15, 3, , 2
2024/8/11, 41, 14, 12, 6, 2, 3
2024/8/12, 37, 14, 13, 7, 1, 3
2024/8/13, 43, 12, 13, 7, , 3
2024/8/14, 33, 12, 15, 7, , 3
2024/8/15, 25, 10, 4, 8, , 3
2024/8/16, 30, 6, 20, 3, , 1
2024/8/17, 17, 13, 23, 2, , 
2024/8/18, 14, 8, 16, 3, , 2
2024/8/19, 11, 9, 7, 6, , 2
2024/8/20, 24, 7, 20, 4, , 1
2024/8/21, 17, 8, , 4, , 
2024/8/22, 12, 6, , 4, , 1
2024/8/23, 8, 7, , 2, , 1
2024/8/24, 9, 9, , 1, , 1
2024/8/25, 17, 6, , 2, , 
2024/8/26, 6, 5, , 2, , 1
2024/8/27, 5, 13, , 1, , 
2024/8/28, 8, 17, , 4, 3, 1
2024/8/29, 15, 12, , 2, 1, 1
2024/8/30, 11, 9, , , , 
2024/8/31, 6, 6, , , 1, 1
2024/9/1, 5, 11, , , 1, 
2024/9/2, 9, 17, , 4, , 1
2024/9/3, 23, 11, , 6, 3, 1
2024/9/4, 22, 10, , 5, 1, 1
2024/9/5, 13, 13, , 4, , 1
2024/9/6, 17, 7, , 2, , 1
2024/9/7, 11, 6, , 1, , 1
2024/9/8, 7, 7, , 2, , 1
2024/9/9, 8, 7, , 5, , 1
2024/9/10, 11, 9, , 5, , 1
2024/9/11, 13, 17, 22, 2, , 1
2024/9/12, 11, 7, 21, 2, , 1
2024/9/13, 11, 9, 25, 1, , 1
2024/9/14, 10, 10, 28, 2, , 1
2024/9/15, 15, 10, 24, 2, , 1
2024/9/16, 7, 9, 26, 3, , 
2024/9/17, 12, 14, 28, 3, , 1
2024/9/18, 13, 7, 25, 1, , 
2024/9/19, 5, 15, 23, 2, 1, 1
2024/9/20, 9, 9, 26, 1, , 
2024/9/21, 6, 5, 23, 1, , 
2024/9/22, 8, 6, 24, 1, , 1
2024/9/23, 5, 14, 19, 3, , 1
2024/9/24, 16, 18, 24, 3, , 
2024/9/25, 21, 25, 25, 5, 1, 
2024/9/26, 19, 15, 23, 4, 7, 1
2024/9/27, 19, 12, 22, 2, 2, 3
2024/9/28, 13, 9, 18, 4, , 2
2024/9/29, 18, 18, 24, 3, , 
2024/9/30, 19, 16, 22, 3, , 1
2024/4/1, 17, 6, 16, 2, , 
2024/4/2, 10, 8, 13, 3, , 
2024/4/3, 8, 10, 14, 3, 2, 
2024/4/4, 17, 7, 16, 2, , 
2024/4/5, 8, 8, 12, 1, , 
2024/4/6, 7, 5, 14, 2, , 
2024/4/7, 7, 6, 15, 3, , 
2024/4/8, 7, 6, 13, 2, , 
2024/4/9, 5, 4, 11, 2, , 
2024/4/10, 4, 5, 11, 3, , 
2024/4/11, 6, 5, 10, 2, , 
2024/4/12, 11, 6, 12, 3, , 
2024/4/13, 14, 13, 15, 2, , 1
2024/4/14, 34, 11, 17, 3, , 1
2024/4/15, 26, 8, 9, 5, , 1
2024/4/16, 14, 17, 13, 4, , 2
2024/4/17, 36, 5, 13, 3, , 
2024/4/18, 8, 6, 11, 4, , 
2024/4/19, 8, 11, 16, 2, , 
2024/4/20, 20, 10, 16, 2, , 
2024/4/21, 18, 12, 12, 5, , 1
2024/4/22, 26, 35, 21, 5, , 2
2024/4/23, 81, 7, 17, 1, , 
2024/4/24, 6, 6, 17, 1, , 
2024/4/25, 6, 6, 15, 3, , 
2024/4/26, 8, 13, 16, 3, , 
2024/4/27, 27, 17, 11, 5, , 1
2024/4/28, 45, 16, 12, 6, , 1
2024/4/29, 35, 11, 15, 4, , 
2024/4/30, 22, 11, 6, 6, , 1
2024/5/1, 26, 6, 17, 4, , 1
2024/5/2, 9, 8, 18, 5, , 1
2024/5/3, 12, 6, 18, 2, , 1
2024/5/4, 15, 5, 16, 2, , 1
2024/5/5, 10, 6, 16, 2, , 
2024/5/6, 10, 7, 17, 4, , 1
2024/5/7, 11, 7, 16, 3, , 1
2024/5/8, 14, 7, 16, 3, , 1
2024/5/9, 14, 8, 19, 3, , 1
2024/5/10, 8, 10, 20, 1, , 
2024/5/11, 9, 4, 17, 1, , 
2024/5/12, 4, 10, 20, 4, , 1
2024/5/13, 25, 10, 17, 5, , 1
2024/5/14, 18, 12, 17, 4, , 1
2024/5/15, 31, 12, 16, 5, , 2
2024/5/16, 30, 15, 19, 3, , 1
2024/5/17, 37, 13, 19, 2, , 
2024/5/18, 28, 9, 17, 1, , 1
2024/5/19, 22, 6, 13, 4, , 1
2024/5/20, 16, 14, 12, 6, 1, 1
2024/5/21, 37, 19, 12, 5, , 1
2024/5/22, 50, 25, 9, 7, , 1
2024/5/23, 67, 15, 13, 6, , 1
2024/5/24, 43, 16, 14, 4, , 1
2024/5/25, 46, 17, 14, 5, , 1
2024/5/26, 50, 24, 15, 5, , 1
2024/5/27, 64, 24, 15, 8, , 2
2024/5/28, 60, 21, 11, 8, , 2
2024/5/29, 51, 14, 19, 7, , 2
2024/5/30, 32, 8, 21, 2, , 
2024/5/31, 12, 11, 17, 4, , 
2024/6/1, 26, 9, 18, 2, , 1
2024/6/2, 28, 6, 20, 3, , 1
2024/6/3, 15, 4, 17, 4, , 
2024/6/4, 11, 14, 13, 7, , 1
2024/6/5, 40, 13, 11, 7, , 1
2024/6/6, 33, 6, 16, 7, , 1
2024/6/7, 13, 10, 13, 3, , 1
2024/6/8, 32, 8, 16, 2, , 
2024/6/9, 25, 14, 18, 6, , 1
2024/6/10, 42, 5, 21, 3, , 1
2024/6/11, 9, 10, 21, 1, , 
2024/6/12, 15, 6, 17, 5, , 1
2024/6/13, 19, 8, 22, 4, , 1
2024/6/14, 21, 9, 17, 4, , 
2024/6/15, 18, 12, 16, 4, , 1
2024/6/16, 36, 13, 14, 6, , 2
2024/6/17, 34, 13, 12, 6, 1, 1
2024/6/18, 38, 13, 13, 8, 3, 1
2024/6/19, 41, 15, 10, 7, , 1
2024/6/20, 47, 14, 9, 6, , 1
2024/6/21, 48, 9, 16, 3, , 1
2024/6/22, 34, 19, 13, 4, 1, 1
2024/6/23, 53, 19, 6, 7, , 1
2024/6/24, 58, 9, 9, 7, , 2
2024/6/25, 22, 7, 18, 4, , 1
2024/6/26, 17, 5, 18, 6, , 1
2024/6/27, 12, 6, 15, 8, , 2
2024/6/28, 15, 5, 19, 1, , 1
2024/6/29, 7, 9, 20, 2, , 
2024/6/30, 21, 10, 14, 6, 1, 1
2024/1/1, 14, 13, 21, 1, 3, 1
2024/1/2, 15, 11, 23, 2, , 1
2024/1/3, 21, 10, 11, 1, 6, 
2024/1/4, 9, 13, 14, , , 
2024/1/5, 9, 12, 15, 1, 7, 
2024/1/6, 10, 13, 18, 1, 1, 
2024/1/7, 15, 6, 13, 2, , 
2024/1/8, 10, 18, 13, 1, , 
2024/1/9, 12, 16, 24, 1, , 
2024/1/10, 15, 10, 20, 2, 2, 
2024/1/11, 14, 12, 30, 2, , 1
2024/1/12, 21, 13, 15, 1, , 
2024/1/13, 18, 13, 15, 1, 5, 
2024/1/14, 12, 14, 14, , , 
2024/1/15, 9, 13, 22, 1, , 
2024/1/16, 10, 10, 14, 4, , 
2024/1/17, 8, 12, 16, 1, , 
2024/1/18, 8, 6, 13, 1, , 
2024/1/19, 5, 12, 15, 1, , 
2024/1/20, 11, 12, 16, , , 
2024/1/21, 11, 9, 13, 1, , 
2024/1/22, 6, 9, 12, 1, 2, 
2024/1/23, 7, 15, 26, 2, , 
2024/1/24, 12, 11, 14, 3, , 
2024/1/25, 11, 14, 12, 1, , 
2024/1/26, 16, 14, 15, , , 
2024/1/27, 13, 6, 12, 1, , 
2024/1/28, 6, 8, 20, 2, , 
2024/1/29, 7, 11, 18, 2, 1, 
2024/1/30, 12, 12, 11, 1, , 
2024/1/31, 8, 10, 12, 1, , 
2024/2/1, 8, 19, 13, , , 
2024/2/2, 14, 16, 28, 2, , 
2024/2/3, 12, 17, 29, 1, , 
2024/2/4, 13, 14, 12, 3, , 
2024/2/5, 15, , 9, 2, , 
2024/2/7, 5, 9, 15, 2, , 
2024/2/8, 10, 8, 14, 2, , 
2024/2/9, 9, 13, 12, 1, 2, 
2024/2/10, 10, 14, 21, , , 
2024/2/11, 13, 13, 33, 3, , 1
2024/2/12, 14, 19, 25, 4, , 
2024/2/13, 14, 11, 14, 2, , 
2024/2/14, 7, 10, 16, 3, , 23
2024/2/15, 9, 11, 14, 2, , 
2024/2/16, 13, 11, 17, 1, , 
2024/2/17, 22, 5, 12, 1, , 1
2024/2/18, 6, 8, 12, 1, , 3
2024/2/19, 6, 12, 16, 2, , 3
2024/2/20, 14, 13, 30, 4, , 3
2024/2/21, 13, 12, 28, 5, , 2
2024/2/22, 11, 16, 16, 1, , 
2024/2/23, 12, 21, 15, 1, , 
2024/2/24, 15, 21, 29, 1, , 
2024/2/25, 32, 13, 15, 1, , 
2024/2/26, 9, 17, 17, 1, , 
2024/2/27, 13, 20, 28, 5, , 1
2024/2/28, 17, 20, 16, 2, , 
2024/2/29, 16, 10, 21, 2, , 
2024/3/1, 7, 11, 15, 1, , 
2024/3/2, 9, 15, 13, , , 
2024/3/3, 12, 18, 14, 2, 8, 
2024/3/4, 14, 15, 29, 2, , 
2024/3/5, 11, 18, 30, 4, 1, 1
2024/3/6, 14, 13, 15, 2, 20, 
2024/3/7, 10, 19, 18, 4, 8, 
2024/3/8, 22, 19, 30, 1, , 1
2024/3/9, 23, 16, 29, 3, 1, 
2024/3/10, 14, 17, 27, 3, 3, 
2024/3/11, 17, 18, 16, 4, , 
2024/3/12, 13, 14, 11, 3, , 
2024/3/13, 14, 9, 13, 1, 25, 
2024/3/14, 11, 10, 15, , , 
2024/3/15, 7, 9, 14, , 4, 
2024/3/16, 6, 11, 22, , 3, 
2024/3/17, 12, 13, 19, , 1, 1
2024/3/18, 14, 12, 24, 3, , 1
2024/3/19, 16, 7, 14, 3, , 
2024/3/20, 5, 8, 16, 3, 1, 
2024/3/21, 7, 9, 23, 4, , 
2024/3/22, 11, 8, 14, 3, , 
2024/3/23, 11, 9, 15, 2, , 
2024/3/24, 10, 6, 16, 2, , 
2024/3/25, 6, 6, 17, 3, , 
2024/3/26, 5, 9, 14, 4, , 
2024/3/27, 6, , 17, 4, 2, 
2024/3/30, 51, 20, 27, 1, , 1
2024/3/31, 269, 10, 19, 3, , 1
2023/10/1, 13, 48, 31, 5, 4, 3
2023/10/2, 86, 26, 24, 4, , 4
2023/10/3, 40, 5, 18, 3, , 3
2023/10/4, 10, 10, 19, 2, 1, 
2023/10/5, 14, 11, 21, 2, , 
2023/10/6, 12, 10, 21, 3, , 
2023/10/7, 21, 8, 21, 1, 1, 
2023/10/8, 18, 4, 22, 2, , 
2023/10/9, 6, 3, 22, 2, , 
2023/10/10, 4, 8, 26, 3, , 1
2023/10/11, 13, 8, 16, 5, , 1
2023/10/12, 9, 5, , , , 
2023/10/13, 6, 6, , , , 
2023/10/14, 6, 9, , , , 
2023/10/15, 9, 9, , , , 
2023/10/16, 8, 14, , , , 
2023/10/17, 16, 10, , , , 
2023/10/18, 10, 10, , , , 
2023/10/19, 10, 10, , , , 
2023/10/20, 11, 13, , , , 
2023/10/21, 15, 6, , , , 
2023/10/22, 4, 9, , , , 
2023/10/23, 13, 14, , , , 
2023/10/24, 18, 12, , , , 
2023/10/25, 11, 10, , , , 
2023/10/26, 9, 18, , , , 
2023/10/27, 17, 9, , , , 
2023/10/28, 9, 20, , , , 
2023/10/29, 17, 11, , , , 
2023/10/30, 11, 8, , , , 
2023/10/31, 8, 8, , , , 
2023/11/1, 10, 12, , , , 
2023/11/2, 12, 8, , , , 
2023/11/3, 8, 9, , , , 
2023/11/4, 11, , , , , 
2023/11/6, 9, 9, , , , 
2023/11/7, 11, 10, , , , 
2023/11/8, 15, 16, , , , 
2023/11/9, 39, 14, , , , 
2023/11/10, 34, 13, , , , 
2023/11/11, 14, 9, , , , 
2023/11/12, 10, 10, , , , 
2023/11/13, 10, 12, , , , 
2023/11/14, 13, 7, , , , 
2023/11/15, 9, 7, , , , 
2023/11/16, 6, 7, , , , 
2023/11/17, 10, 10, , , , 
2023/11/18, 27, , , , , 
2023/11/20, 55, 17, , , , 
2023/11/21, 33, 10, , , , 
2023/11/22, 12, 9, , , , 
2023/11/23, 12, 12, , , , 
2023/11/24, 11, 7, , , , 
2023/11/25, 16, 6, , , , 
2023/11/26, 9, 7, , , , 
2023/11/27, 9, 15, , , , 
2023/11/28, 9, 6, 19, , , 
