date, pm25, pm10, o3, no2, so2, co
2024/10/22, 33, 25, 23, 4, , 1
2024/10/23, 32, 17, 22, 3, , 1
2024/10/24, 27, 12, 23, 5, , 1
2024/10/25, 19, 11, 27, 5, , 1
2024/10/26, 18, 19, 25, 2, , 1
2024/10/27, 18, 21, 20, 4, , 1
2024/10/28, 28, 23, 22, 7, , 1
2024/10/29, 27, 12, 23, 7, , 1
2024/10/30, 10, 10, 20, 3, , 1
2024/11/1, 21, 17, 28, 4, , 1
2024/11/2, 20, 30, 28, 1, , 1
2024/11/3, 22, 21, 24, 3, , 1
2024/11/4, 27, 16, 29, 7, , 1
2024/11/5, 20, 33, 31, 4, , 1
2024/11/6, 24, 19, 25, 5, , 1
2024/11/7, 21, 19, 17, 8, , 1
2024/11/8, 21, , , , , 
2024/11/9, 25, 19, 12, 6, , 1
2024/11/10, 23, 20, 22, 8, , 1
2024/11/11, 19, 28, 19, 10, , 1
2024/11/12, 30, 20, 15, 6, , 1
2024/11/13, 31, 19, 19, 2, , 1
2024/11/14, 23, 17, 20, 5, , 1
2024/11/15, 23, 23, 32, 7, , 1
2024/11/16, 25, 29, 23, 3, , 1
2024/11/17, 46, 19, 15, 2, , 
2024/11/18, 20, 14, 19, 2, , 2
2024/11/19, 18, 15, 18, 3, , 1
2024/11/20, 18, 26, 28, 10, , 1
2024/11/21, 29, 28, 38, 8, , 1
2024/11/22, 34, 28, 27, 7, , 1
2024/11/23, 28, 10, 17, 6, , 2
2024/11/24, 24, 10, 11, 6, , 1
2024/11/25, 46, 13, 28, 8, , 1
2024/11/26, 45, 10, 20, 6, , 1
2024/11/27, 22, 14, 21, 5, , 1
2024/11/28, 25, 11, 24, 5, , 1
2024/11/29, 14, 5, 12, 4, , 2
2024/11/30, 14, 8, 20, 3, , 1
2024/12/1, 15, 11, 26, 5, , 1
2024/12/2, 14, 14, 19, 3, , 1
2024/12/3, 27, 23, 18, 5, , 1
2024/12/4, 28, 19, 41, 8, , 1
2024/12/5, 25, 22, 28, 9, , 1
2024/12/6, 24, 11, 24, 6, , 1
2024/12/7, 22, 17, 16, 1, , 
2024/12/8, 22, 19, 19, 5, , 1
2024/12/9, 23, 14, 15, 3, , 1
2024/12/10, 19, 17, 21, 4, , 1
2024/12/11, 16, 15, 20, 4, , 1
2024/12/12, 19, 11, 15, 3, , 1
2024/12/13, 12, 16, 26, 5, , 1
2024/12/14, 19, 19, 41, 4, , 1
2024/12/15, 33, 30, 37, 7, , 1
2024/12/16, 33, 23, 19, 2, , 
2024/12/17, 31, 21, 16, 3, , 1
2024/12/18, 29, 21, 34, 5, , 1
2024/12/19, 26, 26, 36, 7, , 1
2024/12/20, 31, 17, 16, 1, , 
2024/12/21, 28, 16, 18, 1, , 
2024/12/22, 22, 13, 14, 3, , 
2024/12/23, 20, 14, 14, 3, , 
2024/12/24, 21, 8, 27, 2, , 1
2024/12/25, 19, 23, 29, 2, , 1
2024/12/26, 23, 17, 16, 1, , 
2024/12/27, 23, 13, 15, 3, , 
2024/12/28, 19, 12, 19, 2, , 
2024/12/29, 18, , , , , 
2024/7/1, 30, 15, 12, 13, , 4
2024/7/2, 24, 23, 2, 17, , 6
2024/7/3, 48, 31, , 18, , 7
2024/7/4, 65, 24, , 12, , 8
2024/7/5, 76, 16, 11, 12, , 4
2024/7/6, 47, 13, 13, 7, 1, 3
2024/7/7, 43, 9, 16, 8, , 2
2024/7/8, 24, 8, 19, 11, , 2
2024/7/9, 21, 9, 17, 7, , 1
2024/7/10, 15, 8, 18, 3, , 1
2024/7/11, 12, 12, 10, 10, , 2
2024/7/12, 18, 12, 20, 7, , 2
2024/7/13, 23, 8, 22, 8, , 1
2024/7/14, 18, 7, 20, 6, , 1
2024/7/15, 14, 16, 19, 7, , 1
2024/7/16, 20, 16, 20, 10, , 2
2024/7/17, 33, 12, 18, 15, , 1
2024/7/18, 17, 6, 19, 3, , 
2024/7/19, 14, 9, 25, 3, , 1
2024/7/20, 14, 14, 17, 4, , 1
2024/7/21, 24, 13, 15, 5, , 1
2024/7/22, 20, 11, 17, 4, , 
2024/7/23, 18, 12, 19, 6, , 1
2024/7/24, 13, 10, 16, 6, 1, 1
2024/7/25, 14, 9, 20, 5, , 1
2024/7/26, 15, 9, 18, 8, , 2
2024/7/27, 15, 11, 24, 4, , 1
2024/7/28, 17, 11, 8, 18, , 2
2024/7/29, 21, 14, 9, 16, , 3
2024/7/30, 30, 30, 1, 17, , 6
2024/7/31, 66, 20, 9, 11, , 4
2024/8/1, 50, 14, 18, 10, , 2
2024/8/2, 26, 16, 16, 10, , 3
2024/8/3, 28, 23, 16, 12, , 6
2024/8/4, 53, 17, 10, 11, , 3
2024/8/5, 38, 11, 17, 9, , 2
2024/8/6, 23, 12, 17, 9, , 1
2024/8/7, 16, 11, 18, 5, , 1
2024/8/8, 12, 14, 17, 14, , 2
2024/8/9, 16, 17, 16, 11, , 3
2024/8/10, 31, 20, 20, 10, , 4
2024/8/11, 46, 17, 21, 10, , 2
2024/8/12, 35, 16, 8, 14, , 3
2024/8/13, 27, 13, 19, 9, , 1
2024/8/14, 17, 15, 18, 11, , 1
2024/8/15, 17, 9, 19, 6, , 1
2024/8/16, 17, 7, 21, 6, , 1
2024/8/17, 18, 14, 19, 9, , 2
2024/8/18, 21, 13, 13, 10, , 3
2024/8/19, 29, 7, 17, 5, , 1
2024/8/20, 14, 8, 18, 9, , 1
2024/8/21, 18, 12, 22, 9, , 1
2024/8/22, 18, 11, 19, 5, , 1
2024/8/23, 15, 12, 19, 2, , 1
2024/8/24, 19, 11, 24, 3, , 1
2024/8/25, 20, 10, 21, 5, , 
2024/8/26, 16, 13, 21, 3, , 1
2024/8/27, 14, 22, 25, 3, , 
2024/8/28, 22, 24, 24, 5, , 1
2024/8/29, 37, 23, 25, 3, , 1
2024/8/30, 24, 15, 26, 2, , 1
2024/8/31, 20, 14, 26, 1, , 1
2024/9/1, 14, 25, 26, 2, , 
2024/9/2, 27, 21, 20, 11, , 2
2024/9/3, 38, , 21, 5, , 1
2024/9/4, 26, 17, 20, 7, , 1
2024/9/5, 20, 23, 21, 8, , 1
2024/9/6, 24, 14, 25, 6, , 1
2024/9/7, 21, 9, 23, 2, , 1
2024/9/8, 17, 11, 23, 6, 1, 1
2024/9/9, 15, 11, 20, 9, , 2
2024/9/10, 17, 15, 25, 9, , 1
2024/9/11, 24, 16, 24, 6, , 
2024/9/12, 22, 12, 21, 8, , 1
2024/9/13, 17, 11, 24, 3, , 1
2024/9/14, 19, 12, 25, 2, , 1
2024/9/15, 19, 12, 23, 4, , 1
2024/9/16, 16, 11, 22, 9, , 1
2024/9/17, 17, 14, 25, 6, , 1
2024/9/18, 19, 7, 23, 4, , 1
2024/9/19, 15, 9, 20, 6, , 1
2024/9/20, 20, 8, 22, 3, , 1
2024/9/21, 15, 7, 23, 3, , 1
2024/9/22, 13, 9, 20, 6, , 1
2024/9/23, 16, 19, 20, 12, , 2
2024/9/24, 24, 16, 22, 10, , 1
2024/9/25, 29, 19, 23, 6, , 1
2024/9/26, 27, 16, 27, 9, , 2
2024/9/27, 30, 14, 24, 6, , 2
2024/9/28, 30, 10, 23, 5, , 1
2024/9/29, 13, 16, 22, 9, , 2
2024/9/30, 26, 15, 22, 7, , 2
2024/4/1, 45, 7, 11, 5, , 1
2024/4/2, 13, 11, 11, 7, , 1
2024/4/3, 16, 10, 16, 4, , 1
2024/4/4, 18, 15, 17, 7, , 1
2024/4/5, 25, 10, 10, 7, , 1
2024/4/6, 16, 9, 15, 3, , 1
2024/4/7, 16, 8, 14, 7, , 1
2024/4/8, 17, 10, 15, 6, , 
2024/4/9, 14, 12, 12, 6, , 
2024/4/10, 13, 9, 12, 8, , 1
2024/4/11, 12, 10, 12, 9, , 1
2024/4/12, 16, 9, 14, 7, , 1
2024/4/13, 18, 14, 13, 7, , 3
2024/4/14, 26, 16, 15, 8, , 2
2024/4/15, 25, 12, 13, 9, , 2
2024/4/16, 20, 12, 16, 9, , 1
2024/4/17, 18, 8, 14, 8, , 1
2024/4/18, 14, 10, 14, 7, , 
2024/4/19, 16, 16, 18, 8, , 2
2024/4/20, 22, 17, 16, 9, , 3
2024/4/21, 33, 28, 17, 10, , 4
2024/4/22, 51, 40, 22, 9, , 2
2024/4/23, 63, 12, 16, 5, , 
2024/4/24, 21, 10, 18, 3, , 
2024/4/25, 18, 10, 17, 8, , 1
2024/4/26, 16, 13, 16, 8, , 2
2024/4/27, 21, 23, 20, 10, , 3
2024/4/28, 47, 23, 16, 9, , 2
2024/4/29, 27, 12, 14, 8, , 1
2024/4/30, 16, 13, 13, 9, , 2
2024/5/1, 25, 21, 4, 15, , 3
2024/5/2, 35, 25, 4, 14, , 4
2024/5/3, 47, 27, 6, 13, , 6
2024/5/4, 58, 21, 12, 8, , 3
2024/5/5, 61, 9, 11, 9, , 1
2024/5/6, 21, 18, 9, 14, , 3
2024/5/7, 41, 30, 10, 18, , 4
2024/5/8, 63, 35, 1, 21, , 5
2024/5/9, 78, 14, 2, 16, , 4
2024/5/10, 47, 14, 11, 8, , 4
2024/5/11, 25, 17, 11, 11, , 5
2024/5/12, 38, 18, 14, 10, 1, 4
2024/5/13, 39, 17, 17, 12, , 1
2024/5/14, 21, 20, 12, 13, , 4
2024/5/15, 33, 18, 11, 13, , 4
2024/5/16, 38, 17, 18, 8, , 3
2024/5/17, 32, 22, 18, 11, , 3
2024/5/18, 28, 15, 13, 10, , 4
2024/5/19, 37, 9, 16, 9, , 1
2024/5/20, 17, 14, 12, 12, , 4
2024/5/21, 28, 16, 9, 11, , 4
2024/5/22, 37, 19, 8, 14, , 4
2024/5/23, 36, 19, 4, 13, , 5
2024/5/24, 40, 20, 11, 13, , 4
2024/5/25, 54, 21, 12, 11, , 5
2024/5/26, 54, 22, 11, 12, , 3
2024/5/27, 38, 19, 14, 10, , 2
2024/5/28, 28, 25, 23, 8, , 2
2024/5/29, 32, 18, 21, 3, , 1
2024/5/30, 22, 14, 18, 7, , 
2024/5/31, 21, 15, 12, 11, , 2
2024/6/1, 23, 11, 17, 9, , 3
2024/6/2, 27, 11, 17, 12, , 1
2024/6/3, 16, 8, 13, 14, , 3
2024/6/4, 21, 18, 10, 14, , 4
2024/6/5, 33, 17, 12, 14, , 4
2024/6/6, 29, 8, 13, 10, , 1
2024/6/7, 13, 11, 15, 11, , 2
2024/6/8, 28, 11, 16, 10, , 2
2024/6/9, 36, 10, 20, 6, , 2
2024/6/10, 25, 8, 19, 5, , 1
2024/6/11, 14, 17, 21, 4, , 
2024/6/12, 23, 15, 6, 20, , 3
2024/6/13, 26, 22, 4, 13, , 6
2024/6/14, 48, 19, 14, 10, 1, 5
2024/6/15, 46, 16, 20, 6, , 4
2024/6/16, 34, 16, 14, 12, , 2
2024/6/17, 25, 19, 7, 16, , 4
2024/6/18, 38, 18, 9, 12, , 3
2024/6/19, 44, 16, 7, 13, , 2
2024/6/20, 30, 20, 13, 15, , 5
2024/6/21, 42, 15, 10, 15, , 4
2024/6/22, 40, 14, 13, 9, , 4
2024/6/23, 40, 11, 16, 8, , 2
2024/6/24, 25, 11, 14, 8, , 1
2024/6/25, 13, 9, 17, 8, , 1
2024/6/26, 11, 11, 18, 11, , 1
2024/6/27, 19, 9, 20, 5, , 1
2024/6/28, 12, 12, 17, 9, , 1
2024/6/29, 17, 11, 21, 8, , 1
2024/6/30, 26, 12, 13, 12, , 3
2024/1/1, 37, 22, 18, 4, , 1
2024/1/2, 33, 12, 25, 6, , 1
2024/1/3, 32, 21, 13, 1, , 
2024/1/4, 28, 13, 22, 3, , 1
2024/1/5, 20, 13, 24, 3, , 1
2024/1/6, 18, 11, 14, 2, , 1
2024/1/7, 21, 8, 11, 5, , 1
2024/1/8, 11, 17, 21, 3, , 
2024/1/9, 22, 20, 19, 4, , 
2024/1/10, 28, 14, 16, 3, , 
2024/1/11, 18, 21, 37, 5, , 1
2024/1/12, 31, 17, 18, 2, , 1
2024/1/13, 36, 22, 15, 1, , 
2024/1/14, 27, 13, 22, 3, 1, 1
2024/1/15, 18, 14, 26, 3, , 1
2024/1/16, 18, 10, 23, 3, , 1
2024/1/17, 18, 15, 15, 2, , 
2024/1/18, 21, 13, 15, 4, , 
2024/1/19, 17, 11, 26, 3, , 1
2024/1/20, 15, 18, 15, 3, , 
2024/1/21, 26, 14, 14, 2, , 
2024/1/22, 13, 16, 30, 5, , 
2024/1/23, 17, 22, 10, 4, , 1
2024/1/30, 34, 16, 13, 3, , 
2024/1/31, 18, 19, 13, 4, , 
2024/2/1, 20, 23, 15, 4, , 
2024/2/2, 31, 22, 39, 5, , 1
2024/2/3, 26, 24, 29, 5, , 1
2024/2/4, 23, 17, 12, 5, , 
2024/2/5, 28, 12, 10, 5, , 
2024/2/6, 13, 14, 15, 3, , 
2024/2/7, 17, 17, 19, 4, , 
2024/2/8, 21, 14, 16, 2, , 
2024/2/9, 19, 26, 35, 4, , 
2024/2/10, 36, 19, 26, 5, , 1
2024/2/11, 23, 30, 29, 6, , 1
2024/2/12, 35, 34, 28, 5, , 
2024/2/13, 37, 18, 15, 4, , 
2024/2/14, 21, 19, 16, 5, , 
2024/2/15, 20, 22, 20, 6, , 1
2024/2/16, 25, 16, 19, 5, , 1
2024/2/17, 29, 7, 14, 4, , 
2024/2/18, 11, 12, 13, 2, , 
2024/2/19, 16, 26, 36, 5, , 
2024/2/20, 30, 23, 35, 7, , 1
2024/2/21, 23, 34, 35, 4, , 1
2024/2/22, 19, 22, 16, 3, , 
2024/2/23, 28, 29, 16, 2, , 
2024/2/24, 40, 25, 30, 4, , 1
2024/2/25, 40, 17, 17, 2, , 
2024/2/26, 22, 34, 32, 10, , 1
2024/2/27, 28, 35, 32, 8, , 1
2024/2/28, 35, 26, 19, 6, , 1
2024/2/29, 30, 20, 21, 8, , 1
2024/3/1, 24, 16, 16, 4, , 
2024/3/2, 23, 21, 13, 4, , 
2024/3/3, 30, 29, 17, 4, , 
2024/3/4, 33, 27, 26, 9, , 1
2024/3/5, 33, 34, 20, 13, , 1
2024/3/6, 35, 23, 15, 3, , 
2024/3/7, 28, 35, 29, 9, , 1
2024/3/8, 43, 38, 35, 6, , 1
2024/3/9, 40, 26, 34, 2, , 1
2024/3/10, 24, 25, 33, 4, , 1
2024/3/11, 30, 28, 19, 7, , 1
2024/3/12, 30, 21, 12, 7, , 
2024/3/13, 29, 21, 16, 6, , 1
2024/3/14, 27, 14, 20, 4, , 1
2024/3/15, 20, 14, 25, 6, , 1
2024/3/16, 20, 22, 27, 4, , 2
2024/3/17, 24, 24, 26, 8, , 1
2024/3/18, 36, 29, 27, 4, , 1
2024/3/19, 33, 17, 16, 4, , 
2024/3/20, 17, 16, 19, 7, , 1
2024/3/21, 19, 22, 21, 7, , 
2024/3/22, 25, 15, 16, 6, , 1
2024/3/23, 20, 16, 14, 5, , 1
2024/3/24, 20, 17, 11, 7, , 1
2024/3/25, 18, 18, 14, 8, , 
2024/3/26, 31, 14, 13, 6, , 1
2024/3/27, 17, 11, 13, 4, , 
2024/3/28, 21, 27, 29, 6, , 1
2024/3/30, 52, 33, 18, 7, , 2
2024/3/31, 47, 26, 12, 7, , 2
2023/10/1, 20, 20, 26, 7, 1, 1
2023/10/2, 19, , 23, 9, , 1
2023/10/3, 24, 18, 20, 4, , 
2023/10/4, 16, 17, 19, 6, , 1
2023/10/5, 16, 20, 23, 3, , 
2023/10/6, 18, 17, 21, 6, , 1
2023/10/7, 21, 14, 25, 6, , 2
2023/10/8, 23, 13, 24, 6, , 1
2023/10/9, 19, 11, 21, 5, , 1
2023/10/10, 6, 20, 28, 6, , 1
2023/10/11, 14, 16, 27, 7, , 1
2023/10/12, 21, 11, 15, 5, , 1
2023/10/13, 13, 11, 20, 3, , 1
2023/10/14, 12, 13, 19, 4, , 1
2023/10/15, 17, 16, 20, 4, , 
2023/10/16, 17, 22, 20, 5, , 
2023/10/17, 20, 17, 23, 8, , 1
2023/10/18, 23, 16, 27, 8, , 1
2023/10/19, 23, 16, 30, 6, , 1
2023/10/20, 24, 19, 24, 3, , 1
2023/10/21, 23, 11, 21, 1, , 
2023/10/22, 14, 20, 19, 6, , 1
2023/10/23, 25, 15, 24, 5, , 1
2023/10/24, 20, , 15, 6, , 
2023/10/25, 19, , 20, 7, , 1
2023/10/26, 16, 25, 24, 6, , 1
2023/10/27, 34, 19, 22, 6, , 1
2023/10/28, 18, 26, 26, 5, , 1
2023/10/29, 35, 17, 19, 6, , 1
2023/10/30, 26, 17, 17, 3, , 
2023/10/31, 17, 15, 18, 5, , 1
2023/11/1, 18, 17, 21, 3, , 1
2023/11/2, 23, 13, 21, 2, , 1
2023/11/3, 15, 16, 23, 2, , 1
2023/11/4, 20, , , , , 
2023/11/6, 26, 19, 32, 3, , 1
